timestamp;session_duration;calm_probability;calm_percentage;focus_probability;focus_percentage;attention_probability;attention_percentage;delta_avg;delta_max;delta_min;delta_std;delta_raw;theta_avg;theta_max;theta_min;theta_std;theta_raw;alpha_avg;alpha_max;alpha_min;alpha_std;alpha_raw;beta_avg;beta_max;beta_min;beta_std;beta_raw;gamma_avg;gamma_max;gamma_min;gamma_std;gamma_raw
2025-06-13T15:45:01.800636;0.751512;;;;;;;0.13986;0.168844;0.111575;0.023385;[0.11157527393133602, 0.1688438040641789, 0.13915965417203163];0.221216;0.255608;0.201616;0.024398;[0.20161555568188125, 0.2556082981430649, 0.20642481185927525];0.423645;0.458888;0.400236;0.025365;[0.4002355063966672, 0.458887840284351, 0.41181158508535054];0.323079;0.352643;0.299546;0.022092;[0.2995459153152408, 0.35264296736425776, 0.317046656772066];0.116204;0.126941;0.107708;0.00801;[0.11396407858260782, 0.10770750255275316, 0.12694068943849304]
2025-06-13T15:45:01.852653;0.803529;;;;;;;0.117167;0.145504;0.100616;0.020131;[0.10538297788023518, 0.14550385845221891, 0.10061563139062146];0.229675;0.239855;0.216148;0.009963;[0.2161484130748197, 0.2398545803196209, 0.23302055327198237];0.420937;0.434142;0.409339;0.010189;[0.41933140563120946, 0.4341421730317504, 0.40933859894806124];0.32569;0.347668;0.292744;0.023726;[0.29274355167166466, 0.34766842796275776, 0.3366575512085792];0.117496;0.134274;0.095825;0.016074;[0.0958247941272413, 0.13427404994449857, 0.12239052776413195]
2025-06-13T15:45:01.954266;0.905142;;;;;;;0.1297;0.158881;0.096984;0.025393;[0.09698449316501004, 0.1588813133025892, 0.13323490983712374];0.229332;0.269391;0.200105;0.029304;[0.21850142794868463, 0.2693908563914775, 0.20010466429097204];0.423279;0.450058;0.383695;0.028565;[0.3836953755189786, 0.4500579262158172, 0.43608255378058447];0.321093;0.351389;0.282671;0.028636;[0.2826711699051133, 0.3513889709315857, 0.32922010604073243];0.103779;0.128172;0.080773;0.019375;[0.08077348233772172, 0.10239114820504283, 0.1281717945644569]
2025-06-13T15:45:02.005932;0.956808;;;;;;;0.127756;0.138392;0.110517;0.012301;[0.11051660020494512, 0.13839155903427539, 0.13435933284630128];0.219952;0.258169;0.199982;0.027033;[0.19998150454394129, 0.2581690692994293, 0.20170405722469148];0.43575;0.464018;0.413163;0.021146;[0.4131626382360248, 0.464017611734801, 0.4300711183572546];0.323836;0.339325;0.312407;0.011358;[0.3197758486686193, 0.3393254234537694, 0.31240694745605563];0.100348;0.105444;0.093991;0.00476;[0.10544437165575396, 0.10160952763197627, 0.09399064546646721]
2025-06-13T15:45:02.057464;1.00834;;;;;;;0.111572;0.134937;0.085141;0.020445;[0.08514077820985887, 0.1349371779972217, 0.1146374831675019];0.223659;0.251082;0.192229;0.024193;[0.19222872204200186, 0.2510815502321012, 0.22766538952299922];0.419206;0.441597;0.390324;0.021429;[0.3903241927626562, 0.44159690202711244, 0.4256961259761721];0.3162;0.33678;0.281596;0.024615;[0.2815961549230724, 0.33022513303160506, 0.3367795263483312];0.097386;0.110186;0.089483;0.009134;[0.08948349864423086, 0.11018646966132943, 0.09248886604399226]
2025-06-13T15:45:02.108523;1.059399;;;;;;;0.123961;0.138081;0.116744;0.009986;[0.11674369501859279, 0.13808145968905966, 0.11705724446988587];0.218424;0.234654;0.204754;0.01234;[0.2047535078245163, 0.2346538027055863, 0.21586566296661738];0.419845;0.431941;0.40938;0.009282;[0.4182140421759348, 0.4319408231581799, 0.40937956041477935];0.329292;0.35454;0.314193;0.017967;[0.3191420203385257, 0.3545399669435342, 0.3141930797638281];0.114185;0.138817;0.096576;0.017946;[0.09657575443050902, 0.1388174775870333, 0.10716156335356988]
2025-06-13T15:45:02.109540;1.060416;0.723565831089112;72.3565831089112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T15:45:02.160751;1.111627;;;0.1933166632961626;19.331666329616258;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T15:45:02.161286;1.112162;;;;;;;0.121551;0.162395;0.096175;0.029163;[0.09617549215143688, 0.16239452913658733, 0.10608185490731002];0.23066;0.258992;0.216326;0.020034;[0.2163264871437225, 0.25899173961356897, 0.21666312071140778];0.41867;0.435156;0.410277;0.011658;[0.410576376886865, 0.43515586718730903, 0.4102766569254027];0.31954;0.352591;0.302129;0.023381;[0.3021290409025193, 0.35259057534823063, 0.30390110605441956];0.101043;0.110984;0.093185;0.007414;[0.09896079308241972, 0.1109842931995175, 0.09318510853286548]
2025-06-13T15:45:02.212563;1.163439;;;;;;;0.127289;0.139943;0.102017;0.01787;[0.1020172800213082, 0.1399430155502609, 0.13990763583810772];0.217094;0.246438;0.201571;0.020761;[0.2015706635546006, 0.24643837873049795, 0.20327394321195583];0.418928;0.45016;0.398215;0.022473;[0.39821479927246933, 0.45015990098692915, 0.40840983378063234];0.326986;0.366406;0.281518;0.034918;[0.2815184420578708, 0.36640562597064147, 0.3330327725184922];0.104363;0.118823;0.080475;0.017016;[0.08047546567947288, 0.11882286877390973, 0.11379074703520725]
2025-06-13T15:45:02.213169;1.164045;;;;;;;0.130339;0.161058;0.100788;0.024619;[0.10078816023246964, 0.16105831575706173, 0.12917003955685874];0.22766;0.256479;0.201548;0.022507;[0.2015478077578617, 0.256478569980296, 0.2249526717608243];0.416382;0.446435;0.39135;0.022767;[0.3913497423082077, 0.4464350883441407, 0.4113624566873327];0.325514;0.344987;0.31049;0.01443;[0.3104903165512575, 0.3449868133453517, 0.32106626017801276];0.110259;0.133672;0.097816;0.016567;[0.09781621710624239, 0.13367214961936374, 0.09928862326813453]
2025-06-13T15:45:02.314769;1.265645;;;;;;;0.124423;0.166412;0.098625;0.029948;[0.09862539627919853, 0.16641151349525637, 0.10823161372481639];0.222176;0.239422;0.187945;0.024206;[0.18794456560004397, 0.23916231388426723, 0.23942199127972205];0.429317;0.464871;0.39292;0.02938;[0.3929203725602629, 0.4648709554199696, 0.4301607098582522];0.314939;0.338946;0.283191;0.023411;[0.28319133328141693, 0.3389464801198402, 0.32267813387878985];0.113242;0.131781;0.098713;0.013794;[0.10923233276976971, 0.1317808736422731, 0.09871339768686502]
2025-06-13T15:45:02.315558;1.266434;;;;;;;0.117879;0.135509;0.087998;0.021243;[0.08799824506726053, 0.13013021107549916, 0.13550855404328438];0.21638;0.251773;0.183811;0.027817;[0.1838108910230374, 0.25177276296834605, 0.21355732582949438];0.418712;0.456642;0.381607;0.030639;[0.381606671218586, 0.45664224402166564, 0.41788783891410075];0.312362;0.334054;0.29259;0.016982;[0.29259004826266044, 0.33405362910912106, 0.3104432845128564];0.105788;0.109903;0.102829;0.003001;[0.10282945158069114, 0.10990281675549142, 0.1046329506645389]
2025-06-13T15:45:02.366533;1.317409;;;;;;;0.121436;0.15944;0.0856;0.030184;[0.08560027676264245, 0.15943962752531513, 0.11926761789712001];0.2354;0.258593;0.211294;0.01932;[0.21129431132636517, 0.25859325852004467, 0.23631141261589717];0.424517;0.437943;0.400507;0.017017;[0.4005068030662783, 0.43510074355075434, 0.43794267749686816];0.318267;0.359837;0.280538;0.032487;[0.2805382183389406, 0.3598368190620851, 0.3144268848937731];0.109868;0.11789;0.102649;0.006248;[0.11788954275653171, 0.1090649706671904, 0.1026492138257035]
2025-06-13T15:45:02.417560;1.368436;;;;;;;0.125369;0.165003;0.088768;0.031197;[0.08876828769168747, 0.16500330540896985, 0.1223366860307491];0.227474;0.233791;0.215299;0.008611;[0.2152991554408275, 0.2337908143691137, 0.23333073924479913];0.416855;0.449052;0.396806;0.022994;[0.3968060402883976, 0.4490518970895445, 0.4047067124111322];0.328543;0.344527;0.305512;0.016689;[0.30551213508204544, 0.3445273870870135, 0.3355902297279866];0.125509;0.137541;0.113916;0.00965;[0.11391633648060087, 0.13754062130152897, 0.12507023529516725]
2025-06-13T15:45:02.468996;1.419872;;;;;;;0.12952;0.159948;0.10023;0.024393;[0.10023003197450146, 0.15994760532021643, 0.1283822147984057];0.216433;0.230585;0.201779;0.011765;[0.21693608441863346, 0.2305849128163418, 0.2017791168683943];0.420999;0.457685;0.397344;0.026301;[0.39734411730113267, 0.45768477428236437, 0.4079679096854561];0.310053;0.341546;0.282983;0.024112;[0.282982809548739, 0.3415461817044672, 0.30563108288845664];0.121023;0.138041;0.110772;0.012117;[0.1107721471114332, 0.13804114561965752, 0.11425592406890636]
2025-06-13T15:45:02.570996;1.521872;;;;;;;0.108698;0.140769;0.085127;0.023498;[0.08512695976575665, 0.14076932606081718, 0.1001979353425332];0.222286;0.251985;0.20063;0.021723;[0.20063025978045812, 0.251985052771085, 0.21424346503923342];0.411839;0.431076;0.389996;0.016872;[0.3899955039349696, 0.43107606666905135, 0.4144469249781908];0.323813;0.340699;0.314605;0.011957;[0.31613458385410237, 0.3406992362741335, 0.3146048437834922];0.117106;0.126205;0.103528;0.009785;[0.10352807339401583, 0.12620539296029853, 0.1215854307788928]
2025-06-13T15:45:02.622921;1.573797;;;;;;;0.124633;0.162549;0.090251;0.029621;[0.09025065717861008, 0.1625487621997675, 0.12109963654025199];0.235142;0.262259;0.216754;0.019576;[0.21675380755464296, 0.2622586636671245, 0.22641247752256663];0.409061;0.440997;0.38407;0.023753;[0.384069829106168, 0.4409968610590504, 0.4021177398073987];0.317356;0.338538;0.305615;0.015007;[0.30561528504939883, 0.3385381865364641, 0.30791486457847084];0.122498;0.129523;0.111587;0.007821;[0.11158671792190003, 0.12638423211825556, 0.12952309864476025]
2025-06-13T15:45:02.674464;1.62534;;;;;;;0.122233;0.149673;0.083196;0.028351;[0.08319599322399132, 0.1496727215797965, 0.13383031396618683];0.22068;0.269431;0.181802;0.036449;[0.18180234243120524, 0.26943118834231145, 0.21080730795557012];0.422698;0.43022;0.41734;0.005476;[0.41733990012705857, 0.4302196028718675, 0.42053445431593833];0.329724;0.362761;0.303376;0.024701;[0.30337625311352545, 0.36276071539067833, 0.3230335691320735];0.115487;0.12775;0.100647;0.011214;[0.10064741594663829, 0.12774980650799417, 0.11806498029825664]
2025-06-13T15:45:02.776874;1.72775;;;;;;;0.131679;0.149239;0.107175;0.017861;[0.10717492969650125, 0.14923885576448417, 0.13862426171269268];0.218493;0.242034;0.187145;0.023078;[0.1871446424253747, 0.2420341702443113, 0.22629906298131042];0.438028;0.461166;0.418081;0.017733;[0.4180813648300992, 0.46116574044134806, 0.43483740845110963];0.322117;0.352408;0.300448;0.022071;[0.3004478266562669, 0.35240763244908374, 0.31349627301678024];0.118627;0.125343;0.112225;0.00536;[0.11831242889463432, 0.12534326392529002, 0.11222523402085996]
2025-06-13T15:45:02.827847;1.778723;;;;;;;0.1119;0.135347;0.088285;0.019214;[0.08828455458155497, 0.13534703337513773, 0.11206811903588872];0.221585;0.232854;0.213474;0.008221;[0.21347425977893816, 0.23285365998556776, 0.2184265841679612];0.415534;0.442401;0.383711;0.024215;[0.38371071349207686, 0.44240088357232327, 0.4204898843686773];0.321259;0.368863;0.293388;0.033825;[0.2933877407471369, 0.36886252297854866, 0.3015257293566497];0.11546;0.123522;0.105466;0.007497;[0.10546559160573404, 0.12352225578037146, 0.11739343884709766]
2025-06-13T15:45:02.878825;1.829701;;;;;;;0.117057;0.144327;0.092613;0.021207;[0.09261324995152584, 0.14432727053843278, 0.11422956313819266];0.224574;0.267759;0.201797;0.030551;[0.20179657641081306, 0.26775870703798427, 0.20416738478729918];0.429964;0.446068;0.410162;0.01489;[0.41016153831200697, 0.44606806074702593, 0.4336627910656237];0.323423;0.369373;0.291628;0.03328;[0.2916284459259402, 0.36937278036632165, 0.30926655291297733];0.114804;0.13568;0.093399;0.017265;[0.09339875347152136, 0.13567991806527657, 0.11533196043980813]
2025-06-13T15:45:02.930093;1.880969;;;;;;;0.124326;0.145162;0.112733;0.014764;[0.11273333205884037, 0.14516152458958392, 0.11508422100166976];0.215689;0.235841;0.186808;0.020947;[0.18680841452588126, 0.23584100802407387, 0.2244171579010015];0.427123;0.452636;0.390311;0.026669;[0.39031104098542485, 0.4526360391032282, 0.4384217740437467];0.324946;0.353754;0.293717;0.02457;[0.2937165610070187, 0.35375439697583866, 0.3273660332832143];0.101968;0.132721;0.082244;0.022033;[0.08224429680471844, 0.1327205747502978, 0.09093938018627165]
2025-06-13T15:45:02.981503;1.932379;;;;;;;0.129188;0.163721;0.091529;0.029555;[0.09152932167193374, 0.16372081403175837, 0.13231406713086913];0.230579;0.251789;0.214455;0.01566;[0.21445526351817712, 0.2517892646409442, 0.22549301518410184];0.416099;0.439101;0.390019;0.020155;[0.39001947225936995, 0.4391006612913771, 0.419176980985285];0.316321;0.333926;0.296466;0.015376;[0.29646589823248015, 0.3339260983485418, 0.3185720116441135];0.112374;0.117746;0.10799;0.004044;[0.11138503918578763, 0.10798962047489052, 0.11774604662762947]
2025-06-13T15:45:02.982216;1.933092;;;;;;;0.123453;0.153253;0.100485;0.022078;[0.10048524968127655, 0.15325314026459688, 0.11662045070908385];0.212947;0.248674;0.181467;0.027601;[0.1814668495809182, 0.24867369992566374, 0.20870054955497458];0.438162;0.463433;0.414849;0.019883;[0.41484852650929827, 0.46343267738897903, 0.43620545742776];0.317526;0.334395;0.303268;0.012841;[0.3032678304486061, 0.3343947657843522, 0.31491453348985815];0.112615;0.124841;0.095212;0.012638;[0.11779137302797123, 0.1248412207976385, 0.09521207054656933]
2025-06-13T15:45:03.033363;1.984239;;;;;;;0.125871;0.143416;0.114577;0.012576;[0.11457654464783378, 0.14341553107204474, 0.11962064078925741];0.217433;0.256932;0.188719;0.028874;[0.18871854855384534, 0.2569323148901018, 0.20664692869132884];0.414458;0.432332;0.386635;0.019938;[0.3866347468163479, 0.43233234148378624, 0.42440709835359297];0.321316;0.35173;0.294548;0.023486;[0.2945479777796497, 0.35172963232980337, 0.31767120914522645];0.111148;0.127961;0.097354;0.012677;[0.10812992212159728, 0.12796132294035764, 0.0973536019094254]
2025-06-13T15:45:03.135151;2.086027;0.688293394911379;68.8293394911379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T15:45:03.135634;2.08651;;;0.17379373285469718;17.37937328546972;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T15:45:03.186667;2.137543;;;;;;;0.119994;0.13213;0.101453;0.013317;[0.10145282400219732, 0.13212953010230546, 0.12639816491321143];0.233825;0.253765;0.216309;0.015387;[0.21630887600498122, 0.25376459112616423, 0.231400033037824];0.428235;0.436828;0.414036;0.010114;[0.41403625245325654, 0.43682803687581434, 0.43383924530830764];0.333285;0.355286;0.314734;0.016734;[0.31473440553123394, 0.35528607468339984, 0.32983442759723675];0.115456;0.139867;0.097201;0.017954;[0.10930158791660324, 0.1398671209094588, 0.09720071783983134]
2025-06-13T15:45:03.238145;2.189021;;;;;;;0.134025;0.162571;0.1086;0.022144;[0.10859976267551713, 0.16257054595834552, 0.13090489948012396];0.228888;0.244438;0.205278;0.016973;[0.20527830787483167, 0.2444382574271702, 0.23694843937660265];0.422111;0.438698;0.402624;0.014869;[0.4026243506012524, 0.43869816208986945, 0.42500980382328035];0.31906;0.344599;0.306266;0.018059;[0.3062655034152147, 0.3445987819036779, 0.3063152540365327];0.098348;0.117363;0.080793;0.014965;[0.08079299163649659, 0.11736251307992117, 0.0968886996990371]
2025-06-13T15:45:03.289366;2.240242;;;;;;;0.113371;0.13541;0.101123;0.015616;[0.10358102750796538, 0.13541006493697502, 0.10112303145685426];0.222159;0.258692;0.203467;0.025835;[0.20346730235552868, 0.2586915001377695, 0.20431853981665637];0.418489;0.443465;0.39354;0.020382;[0.3935401118736096, 0.4434645100705579, 0.418462512437982];0.313509;0.349141;0.283278;0.027159;[0.2832775945262315, 0.3491413165615515, 0.30810737088342477];0.097688;0.110871;0.082173;0.011832;[0.08217258246407233, 0.11087103986556504, 0.10001909736448128]
2025-06-13T15:45:03.340788;2.291664;;;;;;;0.129069;0.160838;0.103762;0.023745;[0.10376215216486327, 0.16083814440526484, 0.1226065981651683];0.225637;0.251157;0.205849;0.018936;[0.219905570070011, 0.2511568148060805, 0.20584932064638878];0.417464;0.450204;0.396094;0.023508;[0.3960943779291294, 0.4502042634952291, 0.4060922164412537];0.326465;0.341693;0.317688;0.01081;[0.31768812548968356, 0.341693166513761, 0.3200139946496762];0.108952;0.128627;0.094487;0.014416;[0.094487006496098, 0.1286269427041966, 0.10374085359806075]
2025-06-13T15:45:03.392057;2.342933;;;;;;;0.118325;0.135071;0.086089;0.0228;[0.08608883294755275, 0.13507117505419491, 0.1338153759168571];0.225005;0.25868;0.206554;0.023848;[0.20655402911702606, 0.2586804795964637, 0.20978177813907742];0.429197;0.463589;0.409682;0.024393;[0.40968247006205694, 0.4635891112895872, 0.41431884488591064];0.32498;0.358149;0.303554;0.023785;[0.3132381204387549, 0.3581489248220615, 0.30355435837860295];0.113642;0.125197;0.099236;0.010789;[0.09923566613198792, 0.12519657380241542, 0.11649411438989545]
2025-06-13T15:45:03.443245;2.394121;;;;;;;0.120135;0.163649;0.08888;0.031731;[0.08888011537003884, 0.16364851183939522, 0.10787695133572067];0.22588;0.24684;0.204388;0.017335;[0.204387927238524, 0.24683963689166322, 0.2264114593293823];0.41809;0.448167;0.400223;0.021393;[0.4002226264885126, 0.4481673724225427, 0.4058805297177498];0.321759;0.359218;0.290501;0.028394;[0.2905006582853684, 0.3592178457322608, 0.31555715219223407];0.103175;0.122689;0.086553;0.014893;[0.08655340998323865, 0.12268920321874935, 0.10028245454373157]
2025-06-13T15:45:03.494822;2.445698;;;;;;;0.124269;0.162651;0.084488;0.031925;[0.08448759554944531, 0.16265105357639018, 0.12566981456289683];0.224937;0.251967;0.184218;0.029303;[0.18421829585493724, 0.2519665700849984, 0.23862689443689453];0.428924;0.469637;0.408519;0.028789;[0.4085186222309927, 0.4696372672540174, 0.40861568760410294];0.314934;0.351758;0.284603;0.027798;[0.28460304511748236, 0.3517584246297443, 0.30844097032412165];0.118566;0.127094;0.112019;0.006311;[0.11201918442641953, 0.11658501399946805, 0.12709351318833317]
2025-06-13T15:45:03.546238;2.497114;;;;;;;0.111742;0.131263;0.092967;0.015643;[0.09296675086847014, 0.1312632417158729, 0.1109971048929058];0.212365;0.23993;0.196006;0.019604;[0.19600555328131988, 0.2399297095873706, 0.20116033695445873];0.42067;0.439073;0.407499;0.01341;[0.4154388996403172, 0.4390725506083363, 0.40749897638285143];0.32496;0.346966;0.311184;0.015724;[0.3111836025406995, 0.34696557862626326, 0.31673031818376224];0.122748;0.139382;0.098974;0.017252;[0.0989742153760578, 0.13938219824987805, 0.12988766823923076]
2025-06-13T15:45:03.597376;2.548252;;;;;;;0.112785;0.130431;0.09634;0.013943;[0.0963395564773725, 0.13043059394354592, 0.11158613996128121];0.228965;0.254612;0.196728;0.024086;[0.19672796005780496, 0.25461154048353773, 0.23555676638929426];0.423228;0.435957;0.40931;0.010911;[0.4093100542245548, 0.4359571226123698, 0.424418229176421];0.312624;0.336789;0.280757;0.023515;[0.28075660037268135, 0.33678860307001957, 0.3203277494949627];0.116694;0.128154;0.095264;0.015166;[0.09526355171108104, 0.1266632052481709, 0.12815421830318185]
2025-06-13T15:45:03.648940;2.599816;;;;;;;0.115294;0.15619;0.081434;0.030922;[0.08143357354634054, 0.15619004947646045, 0.10825831518411105];0.212847;0.230687;0.200875;0.012859;[0.20087509979537024, 0.23068736761145323, 0.206977515130215];0.434301;0.468213;0.417336;0.023979;[0.41735503107912064, 0.4682131212691002, 0.4173359122652775];0.324054;0.331624;0.310444;0.009644;[0.31044413552228506, 0.3300931329445649, 0.33162405935835726];0.104909;0.113542;0.093409;0.008465;[0.10777511809992424, 0.1135416817784644, 0.09340914024911273]
2025-06-13T15:45:03.700004;2.65088;;;;;;;0.122933;0.158455;0.101402;0.025306;[0.10140195522226086, 0.1584553202514774, 0.10894041265765796];0.23037;0.247831;0.211629;0.014807;[0.2116293715902205, 0.24783125158710387, 0.23164978519240625];0.422434;0.447547;0.399652;0.019622;[0.3996523575933589, 0.4475465191184072, 0.4201025129774255];0.326053;0.359485;0.307279;0.0237;[0.31139442454891464, 0.3594847765806588, 0.3072794525702887];0.117022;0.129627;0.109653;0.008956;[0.10965264607336844, 0.11178550874651917, 0.12962665722990563]
2025-06-13T15:45:03.751569;2.702445;;;;;;;0.128301;0.166098;0.105506;0.026915;[0.1132987343282609, 0.1660979933938169, 0.10550586222354834];0.224931;0.237514;0.216817;0.009021;[0.21681697652687737, 0.23751373462282632, 0.220462869497631];0.411981;0.43069;0.389799;0.016874;[0.38979862192478804, 0.43069016439633007, 0.41545536848168085];0.315856;0.333644;0.282618;0.023522;[0.2826179788496831, 0.3313074208433102, 0.3336435045051622];0.098157;0.112478;0.080353;0.013344;[0.08035250161868622, 0.11247818578493562, 0.10163935095217966]
2025-06-13T15:45:03.803008;2.753884;;;;;;;0.11607;0.151888;0.091994;0.025823;[0.09199399712701187, 0.1518884260163494, 0.10432703590497383];0.226285;0.251584;0.200638;0.0208;[0.20063806381404126, 0.25158374845673204, 0.22663373120890323];0.42588;0.465174;0.404765;0.027811;[0.40476532383704067, 0.4651744632558299, 0.40769947878694734];0.319763;0.350565;0.282683;0.028066;[0.2826826650295381, 0.35056470293522096, 0.3260426405439545];0.103466;0.125688;0.080906;0.018284;[0.08090561518515554, 0.10380292019273225, 0.1256884503716684]
2025-06-13T15:45:03.854034;2.80491;;;;;;;0.117909;0.136488;0.093454;0.018053;[0.09345397053019283, 0.13648776658997544, 0.12378585556377146];0.225863;0.266957;0.193407;0.030642;[0.19340721854851264, 0.2669571338256184, 0.21722340700779105];0.425891;0.47;0.402873;0.031199;[0.40480016910706196, 0.4699995003358649, 0.40287271604144365];0.31638;0.343167;0.295197;0.01998;[0.29519740121833304, 0.3431672439280863, 0.31077639537513196];0.108422;0.117089;0.10085;0.006675;[0.1008496909037543, 0.10732706839547831, 0.11708903017936548]
2025-06-13T15:45:03.905021;2.855897;;;;;;;0.130043;0.159666;0.105176;0.022498;[0.10517550333914469, 0.1596656070052961, 0.12528908380913503];0.220779;0.234059;0.198748;0.015688;[0.1987478639332337, 0.23405901068006624, 0.2295313953457438];0.433613;0.465866;0.409926;0.023627;[0.40992633446131116, 0.46586589912084064, 0.4250476010440332];0.321596;0.341013;0.306158;0.014505;[0.31761788190945067, 0.34101279287169367, 0.30615818267858447];0.101;0.109257;0.087076;0.009902;[0.0870757656367621, 0.10666569681873103, 0.10925727703277802]
2025-06-13T15:45:03.956000;2.906876;0.8249205866463107;82.49205866463107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T15:45:04.108021;3.058897;;;0.24662709409293596;24.662709409293594;;;;;;;;;;;;;;;;;;;;;;;;;;;
