timestamp;unix_timestamp;session_duration;calm_probability;calm_percentage;focus_probability;focus_percentage;attention_probability;attention_percentage;delta_avg;delta_max;delta_min;delta_std;delta_raw;theta_avg;theta_max;theta_min;theta_std;theta_raw;alpha_avg;alpha_max;alpha_min;alpha_std;alpha_raw;beta_avg;beta_max;beta_min;beta_std;beta_raw;gamma_avg;gamma_max;gamma_min;gamma_std;gamma_raw;device_id;session_name;data_quality;signal_strength
2025-06-13T12:06:35.830765;1749830795.830765;0.733294;;;;;;;0.115728;0.143794;0.091497;0.021522;[0.09149717172158568, 0.14379391179291676, 0.11189402090802605];0.227734;0.269541;0.19023;0.032521;[0.1902301744963709, 0.269540903763209, 0.2234315519556526];0.417478;0.447365;0.402219;0.021135;[0.4028497979609541, 0.4473652501493849, 0.40221940949367063];0.328446;0.342303;0.317355;0.010371;[0.3173550244730978, 0.34230308503543755, 0.3256809929778556];0.116632;0.129968;0.097403;0.013932;[0.09740314702514916, 0.12996788920593122, 0.12252433982749332];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:35.882402;1749830795.882402;0.784931;0.28389764966166386;28.389764966166386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:35.882891;1749830795.882891;0.78542;;;0.5637998265682608;56.37998265682608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:35.984949;1749830795.984949;0.887478;;;;;;;0.119446;0.142664;0.100937;0.017357;[0.10093703184794175, 0.14266384223903603, 0.11473672884906388];0.218374;0.268458;0.18298;0.036409;[0.18297980852413748, 0.26845772660006745, 0.20368333368208907];0.430131;0.468463;0.388455;0.032749;[0.3884545979494679, 0.4684632407871894, 0.4334748386100185];0.320759;0.364173;0.282734;0.033465;[0.28273448319951483, 0.3641731760841045, 0.31536798944591293];0.097413;0.10291;0.090443;0.005195;[0.09044344015094802, 0.10291031293457732, 0.09888551286036508];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.036729;1749830796.036729;0.939258;;;;;;;0.125347;0.142873;0.116116;0.012399;[0.11611633654895302, 0.14287293409948879, 0.11705159945858196];0.218915;0.238645;0.204999;0.014338;[0.21310256720626197, 0.2386445312695593, 0.20499850947389514];0.431505;0.464136;0.404872;0.024564;[0.40487206536977316, 0.4641364168339568, 0.42550686018937683];0.321391;0.353302;0.286825;0.027204;[0.28682519073005397, 0.35330240605796137, 0.32404669240645884];0.113372;0.121321;0.100452;0.009216;[0.10045246301444072, 0.11834240101885675, 0.12132112132240404];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.089709;1749830796.089709;0.992238;;;;;;;0.117744;0.135839;0.098845;0.015113;[0.09884531218515888, 0.13583910410063618, 0.11854843757368093];0.231218;0.257981;0.214244;0.01915;[0.21424409819910403, 0.25798112233860443, 0.22142936907551047];0.42946;0.451784;0.41616;0.015882;[0.41616010785052776, 0.4517843978523177, 0.4204353615597644];0.323683;0.355097;0.306691;0.022238;[0.30669058878333844, 0.3550970481456576, 0.3092608939548971];0.118663;0.135836;0.10836;0.012224;[0.10836001625858216, 0.13583588649267933, 0.11179170930896362];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.141027;1749830796.141027;1.043556;;;;;;;0.114083;0.132448;0.094754;0.015404;[0.09475407898560011, 0.13244844175846562, 0.11504727033280553];0.227745;0.25023;0.213803;0.016051;[0.21920212288178098, 0.25023003325931353, 0.21380262280550305];0.427655;0.464249;0.407197;0.025936;[0.4071970480009686, 0.46424851156506614, 0.41151933830779974];0.335865;0.360544;0.313257;0.01936;[0.31325720749288216, 0.36054410878919974, 0.3337949243977266];0.115369;0.139939;0.09464;0.018692;[0.09463969584334214, 0.1399392163466999, 0.11152746166448627];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.141763;1749830796.141763;1.044292;;;;;;;0.118133;0.147832;0.081873;0.027324;[0.08187344681107289, 0.1478316054730031, 0.12469290011302703];0.216406;0.231094;0.20482;0.010949;[0.21330250253930985, 0.23109448800282334, 0.20482025922150945];0.418674;0.449031;0.381069;0.028215;[0.38106943569198787, 0.4490314564512143, 0.42592138593612666];0.326254;0.358952;0.287349;0.029559;[0.28734897100119383, 0.3589519361990357, 0.33245990382542];0.112127;0.126771;0.102033;0.010599;[0.10203317176906179, 0.12677090219450282, 0.10757702031874156];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.192960;1749830796.19296;1.095489;;;;;;;0.123129;0.163299;0.095579;0.029051;[0.09557888374485222, 0.16329939794892145, 0.1105098462031826];0.227732;0.261315;0.200797;0.02515;[0.20079651803491402, 0.26131516809444977, 0.22108439122186552];0.426744;0.456164;0.391649;0.026642;[0.39164916758838464, 0.45616386849739404, 0.43241790430143234];0.327938;0.33752;0.313071;0.010657;[0.3130713678845727, 0.3332211710215502, 0.33752003107411926];0.112868;0.116908;0.106045;0.004852;[0.11565127600520915, 0.1060445098177233, 0.11690773827090167];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.243729;1749830796.243729;1.146258;;;;;;;0.116866;0.137492;0.105;0.01464;[0.1081045685286345, 0.13749199076502414, 0.10500020124281964];0.228506;0.244867;0.216121;0.012068;[0.21612097724563073, 0.24486712886245526, 0.22452939035594605];0.426401;0.43647;0.407837;0.013142;[0.40783729805001334, 0.4364696161186347, 0.43489713784898526];0.318329;0.344699;0.301078;0.018939;[0.30107834289125357, 0.34469897120465043, 0.3092111839011963];0.111977;0.12739;0.099366;0.011611;[0.0993658973152304, 0.12739015410603116, 0.10917607700500921];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.294945;1749830796.294945;1.197474;;;;;;;0.119622;0.13841;0.103295;0.014441;[0.11716146519285946, 0.13841017654753507, 0.10329468461925947];0.235272;0.267238;0.198705;0.028167;[0.1987053051712577, 0.2672383711355555, 0.23987193490826553];0.422089;0.457615;0.401856;0.025201;[0.40679641478246975, 0.45761520322545646, 0.401856363742172];0.322254;0.338514;0.311146;0.011752;[0.31709999573183895, 0.3385141849775826, 0.31114639846294595];0.101014;0.103186;0.098361;0.001999;[0.0983605174239514, 0.10149530208240667, 0.1031861628042704];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.346822;1749830796.346822;1.249351;;;;;;;0.107199;0.132744;0.088375;0.018727;[0.08837525394769083, 0.13274410541198758, 0.10047754005319907];0.218557;0.257341;0.189215;0.028602;[0.18921485509612718, 0.25734061596643737, 0.2091140825869668];0.433144;0.453054;0.411946;0.016807;[0.41194575036022535, 0.4530536814652041, 0.43443368185908515];0.333058;0.36787;0.314961;0.024622;[0.3149613948088407, 0.36786988994714637, 0.31634275791421107];0.122918;0.137691;0.112157;0.010803;[0.11890808762085821, 0.1376908884783585, 0.11215651175797905];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.399512;1749830796.399512;1.302041;;;;;;;0.123741;0.159553;0.087918;0.029245;[0.08791792654389836, 0.15955297826669182, 0.12375226301651761];0.210625;0.233527;0.190567;0.017653;[0.19056663942883129, 0.23352656052483617, 0.2077820080178114];0.433149;0.464855;0.395827;0.028459;[0.3958266231573767, 0.4648552022849963, 0.4387661110958222];0.324383;0.34881;0.304591;0.018347;[0.30459117208860054, 0.34881032935343365, 0.31974849803584743];0.103174;0.136733;0.082659;0.023925;[0.0826592893980747, 0.13673279258560436, 0.0901302592844303];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.451046;1749830796.451046;1.353575;;;;;;;0.131651;0.15698;0.112131;0.018764;[0.11213084404867545, 0.15697981261951358, 0.1258433129356436];0.219386;0.231761;0.203833;0.011621;[0.2038333815351281, 0.23176139141926894, 0.22256422268335646];0.423957;0.445186;0.390558;0.023904;[0.3905583213473384, 0.44518623879201175, 0.4361257485431763];0.31818;0.336099;0.299722;0.014856;[0.29972196762460424, 0.33609864320540506, 0.3187179349421113];0.107306;0.1239;0.093365;0.012606;[0.09336533814734178, 0.10465402721215195, 0.1238998533479305];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.502730;1749830796.50273;1.405259;;;;;;;0.115311;0.144293;0.081696;0.025764;[0.08169584875584882, 0.14429344631299498, 0.1199436096393205];0.234187;0.268115;0.211802;0.024396;[0.21180207544922078, 0.2681153435668189, 0.22264400273351911];0.427834;0.454276;0.409533;0.019152;[0.4196916746827549, 0.45427643841976734, 0.4095333209293741];0.337504;0.361768;0.314585;0.019286;[0.314585172305553, 0.36176761127461654, 0.33615971827820745];0.104457;0.133954;0.087897;0.020909;[0.08789733383593151, 0.13395375095415465, 0.09152098852748258];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.554407;1749830796.554407;1.456936;;;;;;;0.121844;0.132462;0.113918;0.007806;[0.11915137703541989, 0.13246234494863665, 0.11391844912469429];0.225335;0.254128;0.204287;0.021071;[0.21759192999831908, 0.2541275156423289, 0.20428672294866218];0.425966;0.458512;0.38301;0.03169;[0.38300995980347113, 0.45851164822173196, 0.4363770194277082];0.338923;0.36801;0.312307;0.022808;[0.3123068537675944, 0.36800958760023544, 0.33645337491272753];0.108784;0.120465;0.095501;0.010255;[0.09550054487637184, 0.12046498290546243, 0.11038728362883331];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.606014;1749830796.606014;1.508543;;;;;;;0.121171;0.143976;0.107979;0.016192;[0.10797904604643482, 0.14397569061630877, 0.11155723868852983];0.221999;0.258498;0.184764;0.030106;[0.18476422976159684, 0.2584980655853647, 0.22273610716977682];0.416778;0.434902;0.383518;0.023549;[0.3835184766315465, 0.43490187796784485, 0.4319124783415801];0.326017;0.344802;0.306725;0.015549;[0.30672463332942995, 0.34480153438870653, 0.3265257955004548];0.106805;0.113898;0.100439;0.005518;[0.10607830870486205, 0.11389797188481643, 0.10043932174434961];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.656834;1749830796.656834;1.559363;;;;;;;0.120107;0.138348;0.108706;0.013032;[0.1087062331918346, 0.1383482332483596, 0.1132655196575438];0.219412;0.237271;0.198144;0.016155;[0.19814393749998516, 0.2372712505209478, 0.2228212499179842];0.416489;0.455401;0.390109;0.02809;[0.39010947472469004, 0.45540149316627604, 0.4039558387794362];0.317735;0.338675;0.298765;0.016353;[0.2987645832918282, 0.33867470743363265, 0.3157651092187429];0.113017;0.123867;0.097154;0.011467;[0.09715402351706881, 0.11802883283564394, 0.12386721104155608];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.708292;1749830796.708292;1.610821;;;;;;;0.114438;0.144533;0.094205;0.021697;[0.09420545159194371, 0.14453276448649868, 0.10457456687944919];0.22406;0.262236;0.20164;0.027131;[0.20830337840092572, 0.2622358502942641, 0.20164002456914695];0.424876;0.435164;0.406635;0.012933;[0.40663542856757595, 0.43516369773165686, 0.43283029061091727];0.330876;0.367625;0.305767;0.026561;[0.3057669104905541, 0.3676246253536654, 0.3192367913970066];0.111918;0.122458;0.099039;0.009703;[0.11425681717932525, 0.12245811976878143, 0.09903937795757516];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.912097;1749830796.912097;1.814626;0.11001814436133442;11.001814436133442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:36.913897;1749830796.913897;1.816426;;;0.5882830402971957;58.82830402971957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.017118;1749830797.017118;1.919647;;;;;;;0.126432;0.137007;0.109258;0.012252;[0.1092577375022613, 0.13303092581035286, 0.13700748603624835];0.235265;0.269596;0.20755;0.025758;[0.2075495903589308, 0.2695957490333166, 0.22865067044963194];0.419055;0.439779;0.399972;0.016292;[0.3999724907197792, 0.43977904488109076, 0.41741315783655597];0.323108;0.364613;0.287119;0.031876;[0.28711908800314817, 0.36461269461313556, 0.3175931637860121];0.100169;0.105981;0.095241;0.004429;[0.09928424499880825, 0.10598068968382846, 0.09524136013703746];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.120167;1749830797.120167;2.022696;;;;;;;0.118383;0.149803;0.100941;0.022262;[0.10440564684921114, 0.14980289445759754, 0.10094117991591349];0.23127;0.258508;0.212408;0.01973;[0.21240754160640016, 0.25850808786092716, 0.22289443779302903];0.425034;0.440312;0.416237;0.010844;[0.41623730561373756, 0.4403116632840195, 0.4185531692020037];0.32659;0.354327;0.309193;0.019823;[0.31625087255549916, 0.35432714761821726, 0.3091928875683367];0.112904;0.123861;0.101499;0.009135;[0.11335235561522396, 0.12386099722215003, 0.10149913527054553];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.171149;1749830797.171149;2.073678;;;;;;;0.121845;0.151509;0.093335;0.023764;[0.0933349350040561, 0.15150930207435695, 0.12069018077593512];0.228855;0.266776;0.209887;0.026814;[0.20990255951761422, 0.26677621638335214, 0.20988741639740002];0.42543;0.434833;0.409654;0.011224;[0.4096541402434601, 0.4318040848825544, 0.43483326045624765];0.326299;0.36415;0.302945;0.027008;[0.3118019150871317, 0.3641498322498832, 0.3029453652743542];0.107903;0.117181;0.100963;0.006824;[0.10096347470834403, 0.10556473714303746, 0.11718120612191713];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.172095;1749830797.172095;2.074624;;;;;;;0.118216;0.140377;0.099255;0.01694;[0.0992554461174463, 0.1403771454628733, 0.11501591698151675];0.226508;0.238872;0.204669;0.015488;[0.20466900718915132, 0.23598390420662624, 0.23887170827892582];0.414154;0.433554;0.384646;0.021207;[0.3846457363230341, 0.43355385664175133, 0.4242623158459343];0.32017;0.335932;0.304316;0.012907;[0.3043162761239264, 0.33593167931827633, 0.32026194581984996];0.111816;0.124143;0.100642;0.009629;[0.11066276936913663, 0.1241426335546938, 0.1006418703286545];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.224392;1749830797.224392;2.126921;;;;;;;0.13216;0.168542;0.10228;0.027439;[0.10228018846259435, 0.1685422137844315, 0.12565738831007517];0.21852;0.247581;0.185518;0.02549;[0.18551765157095662, 0.2475806338500518, 0.22246088224773639];0.419019;0.465383;0.389493;0.033191;[0.3894930092962773, 0.46538343028125106, 0.4021791860865146];0.309766;0.340364;0.287997;0.022272;[0.2879974831655379, 0.34036407659728146, 0.3009353899745243];0.117304;0.133299;0.099842;0.013698;[0.09984219365367651, 0.13329922760444263, 0.11877000024686071];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.276008;1749830797.276008;2.178537;;;;;;;0.128115;0.14487;0.115874;0.01226;[0.11587353590482699, 0.1448700471712812, 0.12360246954391886];0.228373;0.266271;0.208957;0.026801;[0.2089570335750499, 0.2662714705368992, 0.20988924444593945];0.421619;0.452091;0.396349;0.023052;[0.39634888325462186, 0.45209136476449663, 0.4164180210661598];0.309506;0.332815;0.284396;0.019808;[0.28439643824173294, 0.33281539496442697, 0.3113053632885509];0.11448;0.12892;0.101863;0.011121;[0.1018633848386751, 0.1289197248221267, 0.11265639730378328];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.327150;1749830797.32715;2.229679;;;;;;;0.119247;0.166438;0.089017;0.033806;[0.08901693411530014, 0.16643843907078645, 0.10228655038050109];0.234358;0.260172;0.219442;0.018326;[0.21944171996289763, 0.2601716084530407, 0.22346180489746997];0.419109;0.432074;0.405755;0.010748;[0.4057549855846494, 0.4320739382457274, 0.4194974088178085];0.305285;0.334511;0.280813;0.022178;[0.28081344344636466, 0.33451094550232263, 0.3005310756396492];0.119342;0.138531;0.098438;0.016413;[0.09843781517600929, 0.13853123477749418, 0.12105612468996611];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.378065;1749830797.378065;2.280594;;;;;;;0.128865;0.146879;0.117551;0.012876;[0.1175509058962069, 0.14687876639458977, 0.12216468306234879];0.224554;0.238113;0.215839;0.009717;[0.2197100455763564, 0.2381132541892992, 0.21583905073943088];0.417618;0.43079;0.410696;0.009318;[0.410695536223079, 0.4307899675195482, 0.41136862654860024];0.315567;0.342521;0.299198;0.019205;[0.299198393576283, 0.3425207757957548, 0.30498136961846556];0.111052;0.131844;0.086934;0.018485;[0.08693367030362943, 0.1318441264768399, 0.1143777895322934];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.378620;1749830797.37862;2.281149;;;;;;;0.10802;0.138203;0.085247;0.022245;[0.08524688815596934, 0.13820315065259436, 0.10061074715685041];0.227214;0.264706;0.200834;0.027234;[0.20083358948861238, 0.2647058019471881, 0.21610209648678796];0.413202;0.443657;0.395908;0.021601;[0.3959075659166738, 0.44365655087038974, 0.4000425945269773];0.318586;0.340056;0.305181;0.015337;[0.3105202774753439, 0.3400557003708544, 0.3051810876403176];0.118511;0.137794;0.103463;0.014332;[0.10346275780790831, 0.13779414278764776, 0.1142775660662152];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.379325;1749830797.379325;2.281854;;;;;;;0.139394;0.16985;0.116254;0.022484;[0.1162536450402599, 0.16985011452611903, 0.13207960710031583];0.217511;0.233663;0.207001;0.011593;[0.20700130734020333, 0.23366332599843065, 0.21186712831559384];0.416275;0.432836;0.40384;0.012191;[0.40384008332209914, 0.43283564515313, 0.412150147636261];0.31628;0.346272;0.287504;0.024007;[0.28750393778136757, 0.34627177992304525, 0.3150643437717913];0.110006;0.130301;0.084457;0.019081;[0.0844570658836714, 0.1303009039555671, 0.11526147660238098];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.431006;1749830797.431006;2.333535;;;;;;;0.119124;0.149932;0.092654;0.023584;[0.09265389891266222, 0.14993185324211014, 0.11478627608017994];0.227855;0.2647;0.19518;0.028534;[0.19518031166140826, 0.26469955216334395, 0.2236853625419832];0.421036;0.456055;0.400073;0.024922;[0.40007315585413566, 0.4560549693469269, 0.40698057271774424];0.326426;0.36139;0.287892;0.030111;[0.28789196779847614, 0.36138987101057396, 0.3299951339397341];0.108408;0.109598;0.10719;0.000983;[0.10719029055914714, 0.10843659794051426, 0.10959774520249058];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.482712;1749830797.482712;2.385241;;;;;;;0.132306;0.166091;0.093362;0.029915;[0.09336241563044731, 0.16609074422927117, 0.1374654998771213];0.219916;0.250091;0.185057;0.026756;[0.18505705146359566, 0.25009062696277046, 0.22459906115593845];0.41269;0.445533;0.38916;0.023938;[0.38915971398996946, 0.44553338831884354, 0.40337815315058634];0.328203;0.349517;0.316185;0.015112;[0.3161853204154448, 0.3495170454008336, 0.31890804127841427];0.10741;0.109193;0.104751;0.001916;[0.10475121023840689, 0.10828662341643183, 0.10919333819269028];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.533975;1749830797.533975;2.436504;;;;;;;0.118036;0.152685;0.088292;0.026516;[0.08829162137360563, 0.15268490448321873, 0.11313215224072566];0.22987;0.258466;0.202913;0.022709;[0.2029134818358823, 0.2584660792393635, 0.2282297964232904];0.419484;0.435835;0.40042;0.014585;[0.4004204764576848, 0.4358348648021762, 0.42219789571465305];0.331183;0.369406;0.30048;0.028637;[0.300479669626305, 0.3694062056538615, 0.3236638302993676];0.112895;0.12418;0.10168;0.009186;[0.10168043879398493, 0.12417996431886172, 0.11282343588597896];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.635713;1749830797.635713;2.538242;;;;;;;0.119149;0.130938;0.107538;0.009554;[0.11897082990163621, 0.13093825314885968, 0.1075379923652661];0.215703;0.234707;0.194371;0.016549;[0.19437137607138172, 0.23470746448829713, 0.21803141443458876];0.424498;0.463378;0.39512;0.028665;[0.3951198219983205, 0.46337790814395907, 0.4149964689094177];0.316403;0.357675;0.288985;0.029705;[0.2889851614970158, 0.35767518754454314, 0.30254779335545073];0.114095;0.131047;0.085276;0.020484;[0.08527600725637088, 0.13104735464356287, 0.12596257611567446];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.686660;1749830797.68666;2.589189;;;;;;;0.134118;0.158873;0.103792;0.022829;[0.10379190281457663, 0.15887299331033009, 0.13968993664535362];0.214225;0.254597;0.180328;0.030664;[0.18032791726529948, 0.254596740904582, 0.20774933780742355];0.430847;0.450015;0.408886;0.016907;[0.408885914293586, 0.4500153748087806, 0.43364041091183914];0.328665;0.354749;0.298873;0.022962;[0.29887253223377674, 0.35474853512951426, 0.33237383735518145];0.116649;0.130731;0.101587;0.011918;[0.10158701473816023, 0.13073142243269684, 0.11762831184829685];;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.737947;1749830797.737947;2.640476;0.12060588557341986;12.060588557341987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neurosity_session_20250613_120635;excellent;excellent
2025-06-13T12:06:37.891242;1749830797.891242;2.793771;;;0.21759529030983457;21.759529030983458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neurosity_session_20250613_120635;excellent;excellent
