timestamp;session_duration;calm_probability;calm_percentage;focus_probability;focus_percentage;attention_probability;attention_percentage;delta_avg;delta_max;delta_min;delta_std;delta_raw;theta_avg;theta_max;theta_min;theta_std;theta_raw;alpha_avg;alpha_max;alpha_min;alpha_std;alpha_raw;beta_avg;beta_max;beta_min;beta_std;beta_raw;gamma_avg;gamma_max;gamma_min;gamma_std;gamma_raw;device_id
2025-06-13T14:13:17.685652;0.632649;;;;;;;0.123177;0.154966;0.101729;0.022931;[0.10172949355494443, 0.15496604393905902, 0.1128359641096442];0.230857;0.25293;0.219811;0.015608;[0.21982931070785222, 0.25293020451090753, 0.21981051397706827];0.427805;0.45619;0.395615;0.024876;[0.3956150624942554, 0.45618998882581135, 0.43161107415872113];0.322695;0.34251;0.310626;0.014122;[0.31494919366592705, 0.34250964065492456, 0.3106257417764267];0.115434;0.118267;0.112961;0.002181;[0.11296109418616468, 0.11826706938597023, 0.11507293232802711];
2025-06-13T14:13:17.736660;0.683657;;;;;;;0.118824;0.15609;0.08803;0.02816;[0.08803006215902541, 0.15609043723625632, 0.11235084855492537];0.229563;0.248221;0.206671;0.017225;[0.2066713620011455, 0.2482211770810984, 0.2337966272687895];0.431738;0.466177;0.408486;0.024845;[0.4084855267583355, 0.4661766441108127, 0.4205520817678084];0.328882;0.338551;0.319291;0.007863;[0.31929147403545893, 0.3385510131468255, 0.3288043559385511];0.112867;0.132371;0.100812;0.013919;[0.10081249305858705, 0.1323708348791473, 0.10541888788743664];
2025-06-13T14:13:17.737221;0.684218;;;;;;;0.114892;0.143091;0.095012;0.020491;[0.09501161186004325, 0.14309073544748596, 0.10657343238800768];0.222568;0.239514;0.206172;0.013617;[0.20617207530362483, 0.2395136507946544, 0.222018939306931];0.431115;0.459167;0.415323;0.019888;[0.4188551567468932, 0.45916701846111835, 0.41532250898990175];0.324602;0.367367;0.280016;0.035684;[0.28001580418444855, 0.36736657970874265, 0.3264225243762024];0.107875;0.137657;0.091046;0.021118;[0.0910456210303465, 0.1376570966721472, 0.09492346374248689];
2025-06-13T14:13:17.788272;0.735269;;;;;;;0.128473;0.16578;0.090491;0.03074;[0.0904908316517438, 0.16577958926456965, 0.12914800126172554];0.216262;0.247201;0.189799;0.023647;[0.18979940616808447, 0.24720106191239877, 0.21178487994808382];0.429752;0.457087;0.412856;0.019508;[0.4128564369050653, 0.45708719698290945, 0.4193109203729357];0.319267;0.340408;0.304119;0.015409;[0.3132753132329096, 0.34040779442088936, 0.3041187887879681];0.110794;0.123629;0.096156;0.011288;[0.11259562135357802, 0.12362941808624123, 0.09615645777962087];
2025-06-13T14:13:17.839359;0.786356;;;;;;;0.114729;0.143223;0.084602;0.02396;[0.08460226260513655, 0.14322282539514297, 0.11636337318432471];0.231644;0.249021;0.210891;0.015749;[0.21089055250491878, 0.2490210572283929, 0.23502127854847848];0.422516;0.451861;0.384104;0.028395;[0.384104244789105, 0.45186121226793163, 0.43158197146745125];0.317153;0.354026;0.294882;0.02626;[0.29488190255691515, 0.35402565528077584, 0.30255152828849];0.110753;0.136372;0.096645;0.018146;[0.09924328863732086, 0.13637175907739887, 0.0966448978159671];
2025-06-13T14:13:17.890265;0.837262;;;;;;;0.127657;0.139065;0.112487;0.011172;[0.11248709428609004, 0.13141879865939726, 0.13906460003741225];0.211656;0.231786;0.20065;0.014254;[0.20253411745968766, 0.2317855463813768, 0.2006495808102507];0.429024;0.459302;0.409439;0.021716;[0.4183290937907797, 0.45930232738752974, 0.4094393226064502];0.314776;0.339886;0.291716;0.019719;[0.2917159878608847, 0.3398856934275927, 0.3127250058879809];0.114012;0.129339;0.100029;0.012004;[0.10002856807167095, 0.129338888390358, 0.11266818610500326];
2025-06-13T14:13:17.941314;0.888311;;;;;;;0.127987;0.158172;0.107881;0.021733;[0.1078808843793116, 0.15817168401271914, 0.11790728905242975];0.225544;0.267281;0.186416;0.033065;[0.18641580334830846, 0.267281126583232, 0.2229363042125576];0.435786;0.469915;0.411857;0.024775;[0.4118572615262991, 0.4699147822468817, 0.42558549366183573];0.332788;0.349192;0.318476;0.012627;[0.3184763571586225, 0.3491917816730082, 0.33069524610817214];0.101302;0.109081;0.09584;0.005649;[0.0989848991307488, 0.10908144914627044, 0.09583983453904915];
2025-06-13T14:13:17.942070;0.889067;;;;;;;0.116084;0.154809;0.090442;0.027859;[0.09044213924692265, 0.1548092351290989, 0.10300179720567429];0.227663;0.239343;0.205741;0.015512;[0.20574142157983036, 0.23790456387890474, 0.23934348182670367];0.419935;0.443533;0.395908;0.019445;[0.39590843019218164, 0.44353348126526987, 0.42036252589755757];0.326815;0.355652;0.297257;0.023845;[0.29725693428554206, 0.3556520191841874, 0.32753483971339586];0.104372;0.104773;0.103786;0.000424;[0.10378627792273643, 0.1047727260277812, 0.10455804493715108];
2025-06-13T14:13:17.992991;0.939988;;;;;;;0.131308;0.167774;0.102139;0.027288;[0.10213941542152594, 0.16777422997448965, 0.12400957375600695];0.222811;0.267281;0.196328;0.031636;[0.1963280800585507, 0.2672810891689424, 0.2048226025440585];0.432865;0.452977;0.412342;0.016592;[0.4123421031635064, 0.4529767331707565, 0.4332757113687094];0.323282;0.339366;0.295241;0.019899;[0.29524130496052475, 0.3393661491581055, 0.33523941597330964];0.113199;0.1198;0.103754;0.006852;[0.11604129792512578, 0.10375425978522802, 0.11980045263187614];
2025-06-13T14:13:18.044083;0.99108;;;;;;;0.119327;0.158134;0.093087;0.028003;[0.0930871030192514, 0.15813420238701162, 0.1067587632907885];0.222539;0.265334;0.198985;0.030312;[0.1989850790141675, 0.26533421305213317, 0.2032977229926748];0.432315;0.447077;0.414726;0.013358;[0.41472638217475855, 0.4470773608876737, 0.43514212680880787];0.317226;0.348243;0.288172;0.024563;[0.2881716453565514, 0.3482430735888568, 0.3152633492718275];0.114192;0.121191;0.103124;0.007917;[0.10312392509905671, 0.12119092541752874, 0.1182613183005172];
2025-06-13T14:13:18.044752;0.991749;0.4603301465914532;46.03301465914532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:18.348061;1.295058;;;0.23366283603008195;23.366283603008196;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:18.398974;1.345971;;;;;;;0.129717;0.167466;0.104214;0.027236;[0.11747146532475096, 0.1674660072716211, 0.1042144842913077];0.229475;0.245958;0.206596;0.016694;[0.20659565978811617, 0.24595799494598938, 0.23587006475006145];0.420116;0.435746;0.40713;0.011831;[0.417472104316102, 0.4357458459698877, 0.40713044126342807];0.326516;0.334281;0.316931;0.007199;[0.31693050615649865, 0.33428106989004325, 0.3283376385943761];0.1043;0.1266;0.093003;0.015769;[0.09329646836277118, 0.12659965447067834, 0.09300273745655123];
2025-06-13T14:13:18.450284;1.397281;;;;;;;0.136775;0.161556;0.112341;0.020093;[0.11234143022786176, 0.16155590100751446, 0.13642736884513537];0.227621;0.244992;0.209983;0.014294;[0.2099825361375533, 0.2449922954311773, 0.22788684261163453];0.428349;0.44968;0.402042;0.019764;[0.4020418667864737, 0.4496800616371706, 0.433324754788115];0.321089;0.348483;0.293644;0.022388;[0.2936444219738201, 0.3484826971693624, 0.3211404927601083];0.101217;0.117408;0.084029;0.013645;[0.08402922822510533, 0.10221375315348555, 0.11740810955231315];
2025-06-13T14:13:18.501953;1.44895;;;;;;;0.131314;0.151591;0.118683;0.014482;[0.1186829426519785, 0.15159051013388308, 0.1236670603878217];0.217974;0.245979;0.190709;0.02257;[0.19070916346055425, 0.24597885221388338, 0.21723495073022328];0.422495;0.461189;0.398775;0.027593;[0.3987751518349066, 0.46118925499918345, 0.4075200330913883];0.316684;0.357037;0.280541;0.031371;[0.2805411584867202, 0.3570373031644656, 0.31247463784242296];0.112119;0.123487;0.098448;0.010351;[0.09844770208028968, 0.1144232727219987, 0.12348676947672421];
2025-06-13T14:13:18.553190;1.500187;;;;;;;0.120325;0.144232;0.089619;0.022808;[0.0896192463649026, 0.144231784677735, 0.12712371622354474];0.221745;0.256007;0.193571;0.02585;[0.19357143385065398, 0.2560070664693921, 0.21565797486653482];0.410096;0.430562;0.381;0.021134;[0.38100037008795445, 0.43056219720788597, 0.4187267909144823];0.311283;0.330998;0.297323;0.014338;[0.2973230248909038, 0.33099844623806207, 0.305527462596682];0.101756;0.12477;0.085525;0.016724;[0.08552485669674167, 0.12476958160658502, 0.09497270245285355];
2025-06-13T14:13:18.604594;1.551591;;;;;;;0.122454;0.159163;0.094327;0.027156;[0.09432652966161027, 0.1591628072610934, 0.11387334813291014];0.215309;0.243934;0.194898;0.020845;[0.19489812077072738, 0.24393429408948297, 0.20709499369593162];0.422457;0.437825;0.395147;0.019362;[0.3951471270079706, 0.434399712802656, 0.43782511519609163];0.32375;0.354569;0.286225;0.028301;[0.28622511889109736, 0.35456908303623236, 0.3304572355260877];0.112972;0.139423;0.08678;0.021492;[0.08678028996073905, 0.13942303595032635, 0.11271336525093226];
2025-06-13T14:13:18.655439;1.602436;;;;;;;0.126734;0.146813;0.112281;0.014648;[0.1122813704999145, 0.1468126738436239, 0.1211075134137026];0.216916;0.26093;0.182444;0.032744;[0.18244372550337923, 0.2609298864742666, 0.2073756984461636];0.407733;0.434137;0.385785;0.019989;[0.3857848985235401, 0.4341369444154379, 0.4032783585825088];0.327691;0.334645;0.315069;0.00894;[0.3150692967179921, 0.33335715575711095, 0.3346454782800865];0.112772;0.121711;0.104107;0.007189;[0.10410745528762827, 0.1124966679787677, 0.12171068865753171];
2025-06-13T14:13:18.706613;1.65361;;;;;;;0.129554;0.166783;0.08238;0.035167;[0.08238018009508166, 0.1667829366974951, 0.13949794822991637];0.213728;0.235002;0.187988;0.019451;[0.18798838187345732, 0.23500179691639622, 0.21819318025845455];0.425217;0.434942;0.411761;0.009824;[0.4117609391391908, 0.43494219154218766, 0.4289473467100523];0.320011;0.344133;0.294314;0.020369;[0.2943142084991703, 0.3441331876130487, 0.3215867293824619];0.107387;0.131863;0.091319;0.017587;[0.09898092771126503, 0.13186254956505422, 0.09131850496277123];
2025-06-13T14:13:18.757870;1.704867;;;;;;;0.117753;0.135539;0.100157;0.014445;[0.11756218540402462, 0.13553897196896533, 0.10015655764058747];0.229646;0.269489;0.201638;0.028936;[0.20163839612219264, 0.2694888571726052, 0.2178117823495012];0.430811;0.439821;0.416702;0.010103;[0.416702101561881, 0.43982132047086375, 0.43590859554392963];0.32689;0.350724;0.307113;0.018033;[0.30711345802942286, 0.3507237492420839, 0.32283311773667656];0.092831;0.105421;0.082002;0.009641;[0.0820023107957465, 0.10542114484256901, 0.09107083162247456];
2025-06-13T14:13:18.808962;1.755959;;;;;;;0.127485;0.160562;0.107827;0.023527;[0.10782748287310012, 0.16056174799607878, 0.11406672695973694];0.217152;0.239813;0.198507;0.0171;[0.19850684932846077, 0.2398127234944799, 0.21313620631267904];0.4371;0.46184;0.418918;0.018126;[0.4189183134675189, 0.4618398690963292, 0.43054176673255595];0.322105;0.352682;0.305919;0.021634;[0.3059188596508536, 0.3526816521260596, 0.3077131689284163];0.109277;0.111032;0.108138;0.001259;[0.10813780144373114, 0.10866169813857476, 0.11103205390491];
2025-06-13T14:13:18.860066;1.807063;;;;;;;0.127511;0.155158;0.096962;0.023847;[0.09696236633342847, 0.15515823046018704, 0.130413307750997];0.218253;0.261022;0.192472;0.030455;[0.19247172504075732, 0.26102237182049276, 0.20126547569988734];0.416214;0.434207;0.382645;0.023757;[0.3826451356510388, 0.43178961792065035, 0.4342070164332981];0.326049;0.342939;0.313003;0.01252;[0.31300296201089456, 0.34293937759572063, 0.32220472625760044];0.098389;0.116693;0.085274;0.013341;[0.08527393309778783, 0.11669265775717491, 0.09320164612538687];
2025-06-13T14:13:18.911571;1.858568;;;;;;;0.125669;0.140402;0.11469;0.010827;[0.11469032725484272, 0.14040203352518194, 0.12191428680820929];0.217749;0.256685;0.187258;0.028966;[0.18725823390362234, 0.2566846777524994, 0.20930320503112199];0.436247;0.466436;0.40855;0.023697;[0.40855009835115946, 0.4664355669610615, 0.433754264057352];0.333201;0.354684;0.307945;0.019267;[0.3079445523738432, 0.35468354827467935, 0.3369747298281149];0.120669;0.137525;0.110384;0.012015;[0.1140978808395993, 0.1375252795364514, 0.11038387938286251];
2025-06-13T14:13:18.962618;1.909615;;;;;;;0.12788;0.147684;0.107422;0.016443;[0.10742191778467881, 0.14768354673903916, 0.1285359726540747];0.226859;0.263261;0.203973;0.026023;[0.2133436881036515, 0.2632607523646604, 0.2039730347985188];0.412535;0.444367;0.384362;0.024633;[0.3843622737911078, 0.4443670165429645, 0.40887559049240196];0.33055;0.363608;0.289809;0.030614;[0.28980918142383255, 0.3636076462882531, 0.3382345604644612];0.109928;0.115964;0.098828;0.007859;[0.1149925368374952, 0.11596422014049687, 0.09882777809642039];
2025-06-13T14:13:18.963532;1.910529;;;;;;;0.130936;0.167468;0.111627;0.025846;[0.11162674846007306, 0.16746780775876094, 0.11371429112394914];0.211315;0.24186;0.183205;0.024008;[0.18320498727516885, 0.2418603490534762, 0.20887917832628053];0.424645;0.442078;0.398713;0.018696;[0.398713166288135, 0.4420776975827857, 0.43314373364065023];0.310066;0.33578;0.285411;0.020577;[0.2854105197294831, 0.33577950462960093, 0.3090070733553081];0.10472;0.12376;0.085731;0.015526;[0.08573056988447468, 0.12376035634851645, 0.10467035154420792];
2025-06-13T14:13:19.014644;1.961641;;;;;;;0.115028;0.158103;0.086367;0.031009;[0.08636696955373391, 0.15810346965944908, 0.10061274133402065];0.234157;0.253655;0.209375;0.01846;[0.209374686819552, 0.2536554211026905, 0.23944222356322067];0.420026;0.460912;0.399139;0.028913;[0.3991394601780203, 0.46091151731579943, 0.40002714412229073];0.31542;0.336886;0.28218;0.023835;[0.2821803060423245, 0.336885874189164, 0.3271950178464495];0.11789;0.139425;0.102395;0.015709;[0.111848746112257, 0.13942495302326238, 0.10239532006298191];
2025-06-13T14:13:19.065620;2.012617;;;;;;;0.127002;0.156455;0.109407;0.020958;[0.11514455999512954, 0.15645546924284312, 0.10940697674887591];0.217469;0.262456;0.188957;0.032188;[0.18895651342032185, 0.2624562393979946, 0.20099281952704318];0.41476;0.432134;0.38771;0.019383;[0.3877104229789164, 0.43213414137888506, 0.42443471415084477];0.316334;0.356698;0.291965;0.028746;[0.291965324670416, 0.35669806912663166, 0.3003395266679401];0.104211;0.113076;0.09002;0.010138;[0.09002036966629548, 0.10953570154848329, 0.11307593709072677];
2025-06-13T14:13:19.117220;2.064217;0.5014719800265427;50.14719800265427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:19.117980;2.064977;;;;;;;0.123945;0.162232;0.08644;0.030947;[0.08644048147129008, 0.16223219687831172, 0.12316190596818621];0.215067;0.231817;0.205585;0.011879;[0.20779849119790902, 0.23181723495924983, 0.20558522705920212];0.417584;0.439952;0.396463;0.017776;[0.3964625156788729, 0.43995195975093154, 0.41633716864073217];0.316648;0.344466;0.297019;0.020217;[0.2970192867199759, 0.3444662293369693, 0.30845736988114514];0.106366;0.136289;0.085224;0.021752;[0.08522411387644266, 0.13628894268255812, 0.09758387010587585];
2025-06-13T14:13:19.624575;2.571572;;;0.3430251796268911;34.30251796268911;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:19.625019;2.572016;;;;;;;0.123612;0.156591;0.093124;0.02597;[0.09312359723039129, 0.15659130147143718, 0.12112147892459857];0.220886;0.258355;0.182216;0.031095;[0.18221575510376722, 0.2583549999883389, 0.2220878814502334];0.425632;0.453558;0.401816;0.021323;[0.4018155819198791, 0.4535582776988787, 0.42152137458666644];0.321706;0.338831;0.2902;0.022306;[0.2902002892184429, 0.3388309600880763, 0.33608542678103903];0.112626;0.122126;0.104492;0.007264;[0.11126068721444698, 0.12212633367241137, 0.10449160684278434];
2025-06-13T14:13:19.675791;2.622788;;;;;;;0.124299;0.151913;0.08171;0.030554;[0.0817098354247884, 0.15191329274069187, 0.13927331211567012];0.230373;0.252996;0.199608;0.022543;[0.19960767792514206, 0.25299575780402755, 0.2385157198213933];0.425372;0.434567;0.409082;0.011551;[0.409082133269438, 0.4324673126318892, 0.43456662460738843];0.322498;0.368588;0.289519;0.033585;[0.28951880262305907, 0.3685875947860821, 0.30938650764393527];0.123261;0.136629;0.107604;0.011959;[0.10760448650311584, 0.1366289185056858, 0.12554901542625135];
2025-06-13T14:13:19.726970;2.673967;;;;;;;0.120957;0.146967;0.104109;0.018657;[0.11179600446802086, 0.14696715109784733, 0.10410918475150721];0.226152;0.252242;0.188909;0.027032;[0.18890896052620945, 0.2522416655600071, 0.237305743102313];0.420863;0.431556;0.402818;0.012833;[0.40281778270271495, 0.4315556452293346, 0.42821690528077705];0.319293;0.364669;0.285433;0.033357;[0.2854328405754492, 0.36466912887976816, 0.3077777937099335];0.104925;0.113125;0.099943;0.005843;[0.11312455665727553, 0.10170713257711544, 0.09994299344891946];
2025-06-13T14:13:19.778599;2.725596;;;;;;;0.122542;0.163518;0.100482;0.029003;[0.10362642646483519, 0.16351779417118464, 0.10048236644128808];0.219112;0.260777;0.194744;0.029603;[0.19474437803604988, 0.2607772527956573, 0.20181341517286266];0.421899;0.446228;0.392829;0.022056;[0.39282910373043317, 0.44622761594939364, 0.4266412019793963];0.325968;0.342715;0.310543;0.013167;[0.3105432369833984, 0.34271477082344487, 0.3246466585351402];0.121349;0.137162;0.098353;0.016638;[0.09835266880967294, 0.13716243601643902, 0.12853072735553606];
2025-06-13T14:13:19.829959;2.776956;;;;;;;0.106949;0.130377;0.087084;0.017853;[0.08708432361577534, 0.1303765989793247, 0.10338499440636546];0.231602;0.268148;0.210029;0.025982;[0.21002883325963187, 0.26814819411689916, 0.21662953938448265];0.411729;0.434146;0.385878;0.019854;[0.3858781091092098, 0.4341456859070173, 0.4151622138782119];0.314261;0.331685;0.288082;0.018847;[0.288081840806346, 0.3316849611111814, 0.323015727422075];0.11101;0.129872;0.097885;0.013674;[0.10527178529373693, 0.12987183476189057, 0.09788495223858705];
2025-06-13T14:13:19.880946;2.827943;;;;;;;0.119899;0.150079;0.101632;0.021498;[0.10798533409725328, 0.15007943193570322, 0.10163158796123792];0.21792;0.242108;0.204728;0.017127;[0.20472799885359313, 0.24210757260945281, 0.2069238890648062];0.418607;0.466106;0.38198;0.035194;[0.38197960104201745, 0.46610609744604353, 0.4077362051141182];0.338384;0.357593;0.317989;0.01619;[0.3179885768150531, 0.35759299351131263, 0.33956962835461846];0.111548;0.122048;0.104529;0.007564;[0.10806752184268215, 0.12204818168454344, 0.10452909970172972];
2025-06-13T14:13:19.932090;2.879087;;;;;;;0.121247;0.134299;0.109221;0.010264;[0.10922051649418951, 0.1342992516082755, 0.12022202985628369];0.223029;0.252965;0.191455;0.025138;[0.19145466789206955, 0.25296515104368145, 0.2246686233329682];0.422571;0.452193;0.401903;0.021485;[0.40190250001302824, 0.45219344514694004, 0.41361810669149557];0.327224;0.344444;0.306894;0.015487;[0.30689385208180103, 0.3444436065951113, 0.3303330916036404];0.108705;0.127159;0.097227;0.013178;[0.0972272706787759, 0.12715932447991823, 0.10172870282086255];
2025-06-13T14:13:19.983711;2.930708;;;;;;;0.116677;0.151351;0.081735;0.028421;[0.08173511908914013, 0.15135106190917416, 0.11694444315206629];0.222545;0.262146;0.183416;0.032143;[0.18341606449082345, 0.2621461113723494, 0.22207432160830046];0.419068;0.452769;0.381421;0.029261;[0.3814205166984828, 0.45276883544986407, 0.42301607301538746];0.322923;0.360327;0.298421;0.026869;[0.2984208082129744, 0.3603270936527679, 0.3100210447660437];0.123413;0.138417;0.1155;0.010614;[0.11632410549569105, 0.1384165596962262, 0.11549957189086332];
2025-06-13T14:13:20.035217;2.982214;0.5033341496778345;50.333414967783455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:20.035891;2.982888;;;;;;;0.117438;0.136505;0.093259;0.018021;[0.09325940861563722, 0.13650524535689693, 0.12254883037954063];0.226039;0.257944;0.205779;0.022833;[0.20577869126061155, 0.2579444190063278, 0.21439380562836746];0.418575;0.445744;0.382338;0.026667;[0.3823382943636736, 0.4457441076060764, 0.4276415265583712];0.320338;0.365399;0.289954;0.032502;[0.2899539266721091, 0.36539941902527384, 0.30566145857957805];0.114308;0.139721;0.092814;0.019349;[0.11038692533297502, 0.13972127041472174, 0.09281433042819957];
2025-06-13T14:13:20.087136;3.034133;;;;;;;0.135652;0.168361;0.116691;0.023227;[0.11669065888682938, 0.1683611177898339, 0.12190314767874627];0.223125;0.253569;0.200301;0.022404;[0.21550655958812004, 0.25356859931208503, 0.2003012289077291];0.428399;0.445779;0.408643;0.015254;[0.40864270990612384, 0.44577870933607666, 0.4307770518050284];0.319906;0.341314;0.30608;0.015351;[0.306080356186988, 0.34131396979934464, 0.31232415897778526];0.117069;0.134798;0.107346;0.012556;[0.10734565125951827, 0.13479839392206783, 0.10906311143217923];
2025-06-13T14:13:20.138168;3.085165;;;;;;;0.129667;0.166533;0.104174;0.026698;[0.10417446972055329, 0.16653311157276207, 0.11829237809513987];0.223154;0.265524;0.183712;0.033464;[0.18371215216352485, 0.2655235942589637, 0.22022528875996206];0.425855;0.469164;0.381398;0.03584;[0.3813975604754976, 0.46916417901008733, 0.42700425495759253];0.326321;0.338174;0.302887;0.016571;[0.30288682113164045, 0.3381743545403869, 0.33790100114588767];0.118373;0.13648;0.105755;0.01313;[0.1128852273463565, 0.13647955010401766, 0.10575459372383995];
2025-06-13T14:13:20.189502;3.136499;;;;;;;0.109253;0.137408;0.083722;0.021996;[0.0837220292880212, 0.1374083531030541, 0.10662872486945542];0.234202;0.269418;0.213065;0.025068;[0.21306458528255579, 0.2694181532095848, 0.2201227320273853];0.428142;0.450695;0.397466;0.022477;[0.39746550693736016, 0.4506948582954902, 0.43626600588953285];0.326433;0.336715;0.309099;0.012328;[0.3090985633004789, 0.33671527030424986, 0.3334856943176833];0.100253;0.103967;0.093661;0.004674;[0.10396706095507455, 0.10313109070359978, 0.09366066235801068];
2025-06-13T14:13:20.240622;3.187619;;;;;;;0.13639;0.151802;0.118949;0.013488;[0.11894942993732385, 0.1518017538734491, 0.1384199649498006];0.228406;0.262967;0.202332;0.025471;[0.20233220649222067, 0.2629674244077195, 0.21991887254685363];0.41263;0.436549;0.389391;0.019258;[0.3893907240648666, 0.4365487519637917, 0.41195197321419014];0.332566;0.36202;0.297624;0.026575;[0.29762377891113007, 0.3620202739993688, 0.3380533577772581];0.112701;0.121839;0.102585;0.007891;[0.11367972215121974, 0.10258513656706143, 0.12183906650581099];
